__fact_key__,institution,period,publisher,journal_full_title,doi,is_hybrid,country,euro
INSERM,INSERM,2015,MyJove Corporation,Journal of Visualized Experiments,10.3791/53618,TRUE,FRA,3766
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms10163,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms10204,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms8844,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms9283,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms7385,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms9250,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms9583,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms9959,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms8246,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms10099,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms7319,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms8095,FALSE,FRA,3700
INSERM,INSERM,2015,Springer Nature,Nature Communications,10.1038/ncomms9784,FALSE,FRA,3700
INSERM,INSERM,2015,MyJove Corporation,Journal of Visualized Experiments,10.3791/52985,TRUE,FRA,3690
INSERM,INSERM,2015,Elsevier BV,Biochemical and Biophysical Research Communications,10.1016/j.bbrc.2015.03.086,TRUE,FRA,3521.46
INSERM,INSERM,2015,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkv1196,FALSE,FRA,3480
INSERM,INSERM,2015,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkv822,FALSE,FRA,3330
INSERM,INSERM,2015,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,10.1016/j.bbadis.2015.02.008,TRUE,FRA,3189.24
INSERM,INSERM,2015,Wiley-Blackwell,Annals of the New York Academy of Sciences,10.1111/nyas.12731,TRUE,FRA,3158
INSERM,INSERM,2015,Springer Nature,Molecular Psychiatry,10.1038/mp.2014.162,TRUE,FRA,3120.01
INSERM,INSERM,2015,Elsevier BV,Stem Cell Reports,10.1016/j.stemcr.2015.06.005,FALSE,FRA,3100.65
INSERM,INSERM,2015,Oxford University Press (OUP),European Heart Journal,10.1093/eurheartj/ehv455,TRUE,FRA,3060
INSERM,INSERM,2015,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkv960,FALSE,FRA,3030
INSERM,INSERM,2015,Elsevier BV,Cell Reports,10.1016/j.celrep.2015.12.039,FALSE,FRA,3000
INSERM,INSERM,2015,The Company of Biologists,Journal of Cell Science,10.1242/jcs.169573,TRUE,FRA,3000
INSERM,INSERM,2015,Ovid Technologies (Wolters Kluwer Health),Neurology Neuroimmunology & Neuroinflammation,10.1212/nxi.0000000000000166,FALSE,FRA,2990
INSERM,INSERM,2015,Wiley-Blackwell,Journal of Comparative Neurology,10.1002/cne.23820,TRUE,FRA,2989
INSERM,INSERM,2015,EMBO,EMBO Molecular Medicine,10.15252/emmm.201404346,FALSE,FRA,2950
INSERM,INSERM,2015,EMBO,EMBO Molecular Medicine,10.15252/emmm.201404318,FALSE,FRA,2950
INSERM,INSERM,2015,Springer Nature,Blood Cancer Journal,10.1038/bcj.2015.19,FALSE,FRA,2900
INSERM,INSERM,2015,Wiley-Blackwell,Journal of Mass Spectrometry,10.1002/jms.3590,TRUE,FRA,2850
INSERM,INSERM,2015,Wiley-Blackwell,PROTEOMICS,10.1002/pmic.201500116,TRUE,FRA,2822
INSERM,INSERM,2015,Springer Nature,Oncogenesis,10.1038/oncsis.2015.20,FALSE,FRA,2800
INSERM,INSERM,2015,Springer Nature,Translational Psychiatry,10.1038/tp.2015.97,FALSE,FRA,2800
INSERM,INSERM,2015,Ovid Technologies (Wolters Kluwer Health),Current Opinion in Obstetrics and Gynecology,10.1097/gco.0000000000000156,TRUE,FRA,2790
INSERM,INSERM,2015,Ovid Technologies (Wolters Kluwer Health),Neurology,10.1212/wnl.0000000000002196,TRUE,FRA,2790
INSERM,INSERM,2015,Ovid Technologies (Wolters Kluwer Health),Neurology,10.1212/wnl.0000000000002034,TRUE,FRA,2787
INSERM,INSERM,2015,BMJ,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp-2015-312283,TRUE,FRA,2770
INSERM,INSERM,2015,Ovid Technologies (Wolters Kluwer Health),Neurology,10.1212/wnl.0000000000002226,TRUE,FRA,2759
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5770,FALSE,FRA,2749
INSERM,INSERM,2015,Wiley-Blackwell,Clinical & Experimental Immunology,10.1111/cei.12652,TRUE,FRA,2700
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Biology,10.1371/journal.pbio.1002142,FALSE,FRA,2694.54
INSERM,INSERM,2015,BMJ,Journal of Epidemiology and Community Health,10.1136/jech-2015-207013,TRUE,FRA,2691
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4106,FALSE,FRA,2678.4
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3638,FALSE,FRA,2669.1
INSERM,INSERM,2015,Elsevier BV,Alzheimer's & Dementia,10.1016/j.jalz.2015.06.1885,TRUE,FRA,2657.7
INSERM,INSERM,2015,Elsevier BV,EBioMedicine,10.1016/j.ebiom.2015.06.018,FALSE,FRA,2657.7
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3888,FALSE,FRA,2650.5
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4220,FALSE,FRA,2650.5
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3891,FALSE,FRA,2650.5
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4359,FALSE,FRA,2640.4
INSERM,INSERM,2015,Springer Nature,Cellular and Molecular Life Sciences,10.1007/s00018-015-2081-1,TRUE,FRA,2640
INSERM,INSERM,2015,Springer Nature,Environmental Science and Pollution Research,10.1007/s11356-015-4621-5,TRUE,FRA,2640
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5106,FALSE,FRA,2628
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3934,FALSE,FRA,2613.05
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2013.278,FALSE,FRA,2612.25
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5442,FALSE,FRA,2601.48
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5706,FALSE,FRA,2601.48
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2015.248,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2014.557,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2015.211,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2014.492,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2015.12,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Cell Death and Disease,10.1038/cddis.2014.577,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Translational Psychiatry,10.1038/tp.2014.145,FALSE,FRA,2600
INSERM,INSERM,2015,Springer Nature,Translational Psychiatry,10.1038/tp.2015.31,FALSE,FRA,2600
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5069,FALSE,FRA,2593.5
INSERM,INSERM,2015,OMICS Publishing Group,Journal of Nanomedicine & Nanotechnology,10.4172/2157-7439.1000270,FALSE,FRA,2583
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4894,FALSE,FRA,2583
INSERM,INSERM,2015,American Society for Clinical Investigation,Journal of Clinical Investigation,10.1172/jci71081,FALSE,FRA,2581
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.6285,FALSE,FRA,2580
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4999,FALSE,FRA,2565
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.2870,FALSE,FRA,2565
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5915,FALSE,FRA,2554.3
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4394,FALSE,FRA,2546.6
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5645,FALSE,FRA,2541.24
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.5373,FALSE,FRA,2536.5
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4909,FALSE,FRA,2534.95
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4976,FALSE,FRA,2521.45
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3404,FALSE,FRA,2500.31
INSERM,INSERM,2015,The Company of Biologists,Disease Models & Mechanisms,10.1242/dmm.020750,FALSE,FRA,2500
INSERM,INSERM,2015,Springer Nature,BMC Biology,10.1186/s12915-014-0108-y,FALSE,FRA,2472
INSERM,INSERM,2015,BMJ,Open Heart,10.1136/openhrt-2014-000183,FALSE,FRA,2400
INSERM,INSERM,2015,Springer Nature,The Pharmacogenomics Journal,10.1038/tpj.2015.26,TRUE,FRA,2400
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3510,FALSE,FRA,2389
INSERM,INSERM,2015,Springer Nature,Pediatric Rheumatology,10.1186/1546-0096-13-s1-p177,FALSE,FRA,2376
INSERM,INSERM,2015,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,10.1073/pnas.1509045112,TRUE,FRA,2350
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.2979,FALSE,FRA,2320
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3160,FALSE,FRA,2312
INSERM,INSERM,2015,OMICS Publishing Group,Journal of Nanomedicine & Nanotechnology,10.4172/2157-7439.1000258,FALSE,FRA,2311
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.4866,FALSE,FRA,2295
INSERM,INSERM,2015,Oxford University Press (OUP),Journal of Molecular Cell Biology,10.1093/jmcb/mjv060,TRUE,FRA,2275
INSERM,INSERM,2015,BMJ,BMJ Open,10.1136/bmjopen-2014-006927,FALSE,FRA,2235.6
INSERM,INSERM,2015,Informa UK Limited,Autophagy,10.4161/15548627.2014.984275,TRUE,FRA,2216
INSERM,INSERM,2015,Springer Nature,Acta Neuropathologica,10.1007/s00401-015-1390-7,TRUE,FRA,2200
INSERM,INSERM,2015,Springer Nature,Brain Structure and Function,10.1007/s00429-014-0924-4,TRUE,FRA,2200
INSERM,INSERM,2015,Springer Nature,European Journal of Epidemiology,10.1007/s10654-015-0096-4,TRUE,FRA,2200
INSERM,INSERM,2015,Springer Nature,Genes & Nutrition,10.1007/s12263-015-0483-1,TRUE,FRA,2200
INSERM,INSERM,2015,Springer Nature,Human Genetics,10.1007/s00439-015-1536-7,TRUE,FRA,2200
INSERM,INSERM,2015,Springer Nature,Molecular Neurobiology,10.1007/s12035-015-9450-5,TRUE,FRA,2200
INSERM,INSERM,2015,Elsevier BV,Kidney International,10.1038/ki.2013.522,TRUE,FRA,2195
INSERM,INSERM,2015,Wiley-Blackwell,Annals of Clinical and Translational Neurology,10.1002/acn3.179,FALSE,FRA,2190
INSERM,INSERM,2015,Springer Nature,BMC Medicine,10.1186/s12916-015-0388-2,FALSE,FRA,2175
INSERM,INSERM,2015,Springer Nature,Critical Care,10.1186/s13054-015-1083-6,FALSE,FRA,2175
INSERM,INSERM,2015,Elsevier BV,Molecular Therapy - Methods & Clinical Development,10.1038/mtm.2014.65,FALSE,FRA,2137
INSERM,INSERM,2015,Elsevier BV,Molecular Therapy - Nucleic Acids,10.1038/mtna.2015.32,FALSE,FRA,2137
INSERM,INSERM,2015,Elsevier BV,Molecular Therapy - Nucleic Acids,10.1038/mtna.2015.18,FALSE,FRA,2137
INSERM,INSERM,2015,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkv362,FALSE,FRA,2130
INSERM,INSERM,2015,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkv193,FALSE,FRA,2130
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1004815,FALSE,FRA,2092.5
INSERM,INSERM,2015,Spandidos Publications,Oncology Reports,10.3892/or.2015.4061,TRUE,FRA,2090
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004209,FALSE,FRA,2090
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004644,FALSE,FRA,2070
INSERM,INSERM,2015,Wiley-Blackwell,Journal of the International AIDS Society,10.7448/ias.18.1.20088,FALSE,FRA,2064.8
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Neglected Tropical Diseases,10.1371/journal.pntd.0003828,FALSE,FRA,2047
INSERM,INSERM,2015,Wiley-Blackwell,Aging Cell,10.1111/acel.12365,FALSE,FRA,2045
INSERM,INSERM,2015,Wiley-Blackwell,Aging Cell,10.1111/acel.12308,FALSE,FRA,2045
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004310,FALSE,FRA,2024
INSERM,INSERM,2015,Springer Nature,Critical Care,10.1186/s13054-015-1068-5,FALSE,FRA,1802
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1005013,FALSE,FRA,2021
INSERM,INSERM,2015,Springer Nature,BMC Genetics,10.1186/s12863-015-0180-5,FALSE,FRA,2010
INSERM,INSERM,2015,BMJ,BMJ Open,10.1136/bmjopen-2014-006973,FALSE,FRA,2005
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1004732,FALSE,FRA,2003
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004137,FALSE,FRA,2002.5
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004170,FALSE,FRA,2002.5
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1005153,FALSE,FRA,2002.5
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1005162,FALSE,FRA,1997.04
INSERM,INSERM,2015,Springer Nature,Orphanet Journal of Rare Diseases,10.1186/s13023-015-0251-8,FALSE,FRA,1980
INSERM,INSERM,2015,Springer Nature,Cilia,10.1186/s13630-015-0019-8,FALSE,FRA,1975
INSERM,INSERM,2015,Springer Nature,Neural Development,10.1186/s13064-015-0036-8,FALSE,FRA,1975
INSERM,INSERM,2015,Elsevier BV,"Infection, Genetics and Evolution",10.1016/j.meegid.2015.08.029,TRUE,FRA,1972.56
INSERM,INSERM,2015,Elsevier BV,Theoretical Population Biology,10.1016/j.tpb.2015.09.002,TRUE,FRA,1972.56
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1004700,FALSE,FRA,1964.9
INSERM,INSERM,2015,Oxford University Press (OUP),The European Journal of Public Health,10.1093/eurpub/ckv231,TRUE,FRA,1950
INSERM,INSERM,2015,IOP Publishing,Physics in Medicine and Biology,10.1088/0031-9155/60/21/8549,TRUE,FRA,1950
INSERM,INSERM,2015,Elsevier BV,Biochimie,10.1016/j.biochi.2015.04.003,TRUE,FRA,1948.98
INSERM,INSERM,2015,Elsevier BV,Biochimie,10.1016/j.biochi.2015.04.002,TRUE,FRA,1948.98
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Neglected Tropical Diseases,10.1371/journal.pntd.0003525,FALSE,FRA,1920
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1003992,FALSE,FRA,1913
INSERM,INSERM,2015,Springer Nature,Biology of Sex Differences,10.1186/s13293-015-0039-5,FALSE,FRA,1895
INSERM,INSERM,2015,Springer Nature,Cell Communication and Signaling,10.1186/s12964-015-0090-1,FALSE,FRA,1890
INSERM,INSERM,2015,Wiley-Blackwell,Journal of Cellular and Molecular Medicine,10.1111/jcmm.12539,FALSE,FRA,1880
INSERM,INSERM,2015,Springer Nature,Molecular Psychiatry,10.1038/mp.2014.151,TRUE,FRA,1880
INSERM,INSERM,2015,Hindawi Publishing Corporation,Stem Cells International,10.1155/2016/6323486,FALSE,FRA,1880
INSERM,INSERM,2015,Informa UK Limited,Cell Adhesion & Migration,10.1080/19336918.2015.1005452,TRUE,FRA,1863.1
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004077,FALSE,FRA,1850
INSERM,INSERM,2015,Public Library of Science (PLoS),PLOS Computational Biology,10.1371/journal.pcbi.1004047,FALSE,FRA,1845
INSERM,INSERM,2015,Dove Medical Press Ltd.,International Journal of Nanomedicine,10.2147/ijn.s84760,FALSE,FRA,1843
INSERM,INSERM,2015,Springer Nature,Alzheimer's Research & Therapy,10.1186/s13195-015-0144-z,FALSE,FRA,1816
INSERM,INSERM,2015,Springer Nature,BMC Biology,10.1186/s12915-015-0166-9,FALSE,FRA,1802
INSERM,INSERM,2015,Springer Nature,BMC Medicine,10.1186/s12916-015-0489-y,FALSE,FRA,1802
INSERM,INSERM,2015,Hindawi Publishing Corporation,BioMed Research International,10.1155/2015/893051,FALSE,FRA,1800
INSERM,INSERM,2015,Springer Nature,BMC Infectious Diseases,10.1186/s12879-015-1006-9,FALSE,FRA,1800
INSERM,INSERM,2015,Springer Nature,BMC Surgery,10.1186/s12893-015-0093-2,FALSE,FRA,1800
INSERM,INSERM,2015,BMJ,BMJ Open,10.1136/bmjopen-2015-009089,FALSE,FRA,1795.5
INSERM,INSERM,2015,Elsevier BV,Molecular Metabolism,10.1016/j.molmet.2015.09.008,FALSE,FRA,1785.08
INSERM,INSERM,2015,Springer Nature,Virology Journal,10.1186/s12985-015-0425-y,FALSE,FRA,1780
INSERM,INSERM,2015,Elsevier BV,Alzheimer's & Dementia Translational Research & Clinical Interventions,10.1016/j.trci.2015.06.004,FALSE,FRA,1771.8
INSERM,INSERM,2015,Frontiers Media SA,Frontiers in Endocrinology,10.3389/fendo.2015.00167,FALSE,FRA,1767
INSERM,INSERM,2015,Elsevier BV,NeuroImage,10.1016/j.neuroimage.2015.01.002,TRUE,FRA,1755.64
INSERM,INSERM,2015,IOP Publishing,Physics in Medicine and Biology,10.1088/0031-9155/60/9/3639,TRUE,FRA,1755
INSERM,INSERM,2015,American Society for Microbiology,mBio,10.1128/mbio.02427-14,FALSE,FRA,1749.88
INSERM,INSERM,2015,Springer Nature,Cardiovascular Diabetology,10.1186/s12933-014-0163-2,FALSE,FRA,1749
INSERM,INSERM,2015,Springer Nature,BMC Genomics,10.1186/s12864-015-2144-6,FALSE,FRA,1745
INSERM,INSERM,2015,Springer Nature,BMC Genomics,10.1186/s12864-015-2095-y,FALSE,FRA,1745
INSERM,INSERM,2015,Springer Nature,BMC Family Practice,10.1186/s12875-015-0273-2,FALSE,FRA,1730
INSERM,INSERM,2015,Springer Nature,BMC Psychiatry,10.1186/s12888-015-0541-7,FALSE,FRA,1730
INSERM,INSERM,2015,MDPI AG,Marine Drugs,10.3390/md13052857,FALSE,FRA,1728
INSERM,INSERM,2015,Elsevier BV,Stem Cell Research,10.1016/j.scr.2014.12.002,FALSE,FRA,1723.73
INSERM,INSERM,2015,MyJove Corporation,Journal of Visualized Experiments,10.3791/52810,TRUE,FRA,1700
INSERM,INSERM,2015,Baishideng Publishing Group Inc.,World Journal of Gastroenterology,10.3748/wjg.v21.i18.5647,FALSE,FRA,1700
INSERM,INSERM,2015,Springer Nature,Annals of General Psychiatry,10.1186/s12991-015-0083-x,FALSE,FRA,1695.75
INSERM,INSERM,2015,Springer Nature,Molecular Neurodegeneration,10.1186/s13024-015-0023-x,FALSE,FRA,1695
INSERM,INSERM,2015,OMICS Publishing Group,Journal of Molecular Biomarkers & Diagnosis,10.4172/2155-9929.1000229,FALSE,FRA,1691.67
INSERM,INSERM,2015,Frontiers Media SA,Frontiers in Cellular Neuroscience,10.3389/fncel.2015.00446,FALSE,FRA,1691
INSERM,INSERM,2015,Springer Nature,Orphanet Journal of Rare Diseases,10.1186/s13023-015-0270-5,FALSE,FRA,1691
INSERM,INSERM,2015,Springer Nature,BMC Medical Genetics,10.1186/s12881-015-0180-3,FALSE,FRA,1675
INSERM,INSERM,2015,Springer Nature,BMC Medical Imaging,10.1186/s12880-015-0070-3,FALSE,FRA,1675
INSERM,INSERM,2015,Springer Nature,BMC Public Health,10.1186/s12889-015-1591-y,FALSE,FRA,1675
INSERM,INSERM,2015,Springer Nature,BMC Infectious Diseases,10.1186/s12879-014-0603-3,FALSE,FRA,1650
INSERM,INSERM,2015,Wiley-Blackwell,Cancer Science,10.1111/cas.12603,FALSE,FRA,1650
INSERM,INSERM,2015,Springer Nature,Clinical Epigenetics,10.1186/s13148-015-0062-8,FALSE,FRA,1632
INSERM,INSERM,2015,Elsevier BV,Vaccine,10.1016/j.vaccine.2015.09.016,TRUE,FRA,1613.92
INSERM,INSERM,2015,Elsevier BV,Experimental Cell Research,10.1016/j.yexcr.2015.09.018,TRUE,FRA,1606.57
INSERM,INSERM,2015,Springer Nature,BMC Evolutionary Biology,10.1186/s12862-014-0271-3,FALSE,FRA,1600
INSERM,INSERM,2015,Frontiers Media SA,Frontiers in Cellular Neuroscience,10.3389/fncel.2015.00077,FALSE,FRA,1600
INSERM,INSERM,2015,Frontiers Media SA,Frontiers in Cellular Neuroscience,10.3389/fncel.2015.00210,FALSE,FRA,1600
INSERM,INSERM,2015,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2015.00047,FALSE,FRA,1600
INSERM,INSERM,2015,IOP Publishing,New Journal of Physics,10.1088/1367-2630/17/7/073035,FALSE,FRA,1560
INSERM,INSERM,2015,Wiley-Blackwell,Evolution,10.1111/evo.12616,TRUE,FRA,1558
INSERM,INSERM,2015,Ovid Technologies (Wolters Kluwer Health),Medicine,10.1097/md.0000000000001220,FALSE,FRA,1557.5
INSERM,INSERM,2015,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.3868,FALSE,FRA,1536.4
INSERM,INSERM,2015,Wiley-Blackwell,Brain and Behavior,10.1002/brb3.313,FALSE,FRA,1520
INSERM,INSERM,2015,Springer Nature,Malaria Journal,10.1186/s12936-015-1008-5,FALSE,FRA,1517
INSERM,INSERM,2015,Springer Nature,Stem Cell Research & Therapy,10.1186/s13287-015-0227-6,FALSE,FRA,1504.5
INSERM,INSERM,2015,Springer Nature,Cell Discovery,10.1038/celldisc.2015.30,FALSE,FRA,1500
INSERM,INSERM,2015,Ferrata Storti Foundation (Haematologica),Haematologica,10.3324/haematol.2014.113415,FALSE,FRA,1500
INSERM,INSERM,2015,Ferrata Storti Foundation (Haematologica),Haematologica,10.3324/haematol.2014.118497,FALSE,FRA,1500
INSERM,INSERM,2015,Wiley-Blackwell,Molecular Genetics & Genomic Medicine,10.1002/mgg3.131,FALSE,FRA,1500
INSERM,INSERM,2015,Society for Neuroscience,Journal of Neuroscience,10.1523/jneurosci.0586-14.2015,TRUE,FRA,1489
INSERM,INSERM,2015,Springer Nature,Journal of NeuroEngineering and Rehabilitation,10.1186/s12984-015-0054-0,FALSE,FRA,1484
INSERM,INSERM,2015,Springer Nature,BMC Cancer,10.1186/s12885-015-1841-5,FALSE,FRA,1483.25
INSERM,INSERM,2015,Springer Nature,BMC Cancer,10.1186/s12885-015-1540-2,FALSE,FRA,1483.25
INSERM,INSERM,2015,Springer Nature,BMC Psychiatry,10.1186/s12888-015-0588-5,FALSE,FRA,1483.25
INSERM,INSERM,2015,Springer Nature,BMC Infectious Diseases,10.1186/s12879-015-0936-6,FALSE,FRA,1479
INSERM,INSERM,2015,Springer Nature,BMC Cancer,10.1186/s12885-015-1542-0,FALSE,FRA,1478.75
INSERM,INSERM,2015,Springer Nature,Nutrition Journal,10.1186/s12937-015-0090-4,FALSE,FRA,1478.75
INSERM,INSERM,2015,MDPI AG,International Journal of Molecular Sciences,10.3390/ijms161126054,FALSE,FRA,1477.39
INSERM,INSERM,2015,MDPI AG,International Journal of Molecular Sciences,10.3390/ijms161125941,FALSE,FRA,1468.8
INSERM,INSERM,2015,Springer Nature,Journal of Hematology & Oncology,10.1186/s13045-015-0116-6,FALSE,FRA,1445
INSERM,INSERM,2015,Wiley-Blackwell,Molecular Genetics & Genomic Medicine,10.1002/mgg3.134,FALSE,FRA,1440
INSERM,INSERM,2015,Wiley-Blackwell,MicrobiologyOpen,10.1002/mbo3.266,FALSE,FRA,1426
INSERM,INSERM,2015,Springer Nature,BMC Cardiovascular Disorders,10.1186/s12872-015-0015-3,FALSE,FRA,1424
